Unnamed: 0,A,CH,CR,J,LAW,LTD,PINC,TER,USE,document,document_ID,label,text,TER_targets,LTD_targets,A_targets,CH_targets,CR_targets
16349,0,0,0,0,0,0,0,0,0,TikTok,82,0,please note that we only provide our platform for domestic and private use .,,,,,
16350,0,0,0,0,0,1,0,0,0,TikTok,82,1,"you agree not to use our platform for any commercial or business purposes , and we have no liability to you for any loss of profit , loss of business , loss of goodwill or business reputation , business interruption , or loss of business opportunity .",,"[8, 9, 1]",,,
16351,0,0,0,0,0,0,0,0,0,TikTok,82,0,"if defective digital content that we have supplied damages a device or digital content belonging to you and this is caused by our failure to use reasonable care and skill , we will either repair the damage or pay you compensation .",,,,,
16352,0,0,0,0,0,1,0,0,0,TikTok,82,1,"however , we will not be liable for damage that you could have avoided by following our advice to apply an update offered to you free of charge or for damage that was caused by you failing to correctly follow installation instructions or to have in place the minimum system requirements advised by us .",,[3],,,
16353,0,0,0,0,0,1,0,0,0,TikTok,82,1,these limitations on our liability to you shall apply whether or not we have been advised of or should have been aware of the possibility of any such losses arising .,,[11],,,
16354,0,0,0,0,0,0,0,0,0,TikTok,82,0,"you are responsible for any mobile charges that may apply to your use of our service , including text-messaging and data charges .",,,,,
16355,0,0,0,0,0,0,0,0,0,TikTok,82,0,"if you 're unsure what those charges may be , you should ask your service provider before using the service .",,,,,
16356,0,0,0,0,0,1,0,0,0,TikTok,82,1,"to the fullest extent permitted by law , any dispute you have with any third party arising out of your use of the services , including , by way of example and not limitation , any carrier , copyright owner or other user , is directly between you and such third party , and you irrevocably release us and our affiliates from any and all claims , demands and damages -lrb- actual and consequential -rrb- of every kind and nature , known and unknown , arising out of or in any way connected with such disputes .",,"[0, 6]",,,
16357,0,0,0,0,0,0,0,0,0,TikTok,82,0,applicable law and jurisdiction for users in the european union .,,,,,
16358,0,0,0,0,1,0,0,0,0,TikTok,82,1,"these terms , their subject matter and their formation , are governed by the laws of singapore subject only to any mandatory provisions of consumer law in the country in which you reside .",,,,,
16359,0,0,0,0,1,0,0,0,0,TikTok,82,1,"the united nations convention on contracts for the international sale of goods as well as any other similar law , regulation or statute in effect in any other jurisdiction shall not apply .",,,,,
16360,0,0,0,0,0,0,0,0,0,TikTok,82,0,you and tiktok irrevocably agree that the courts of the country in which you reside shall have non-exclusive jurisdiction to settle any dispute or claim -lrb- including non-contractual disputes or claims -rrb- arising out of or in connection with this agreement or its subject matter or formation .,,,,,
16361,0,0,0,0,0,0,0,0,0,TikTok,82,0,"alternatively , you may raise the dispute with an alternative dispute resolution body via the eu commission 's online dispute resolution -lrb- odr -rrb- platform .",,,,,
16362,0,0,0,0,0,0,0,0,0,TikTok,82,0,the apps contain certain open source software .,,,,,
16363,0,0,0,0,0,0,0,0,0,TikTok,82,0,"each item of open source software is subject to its own applicable license terms , which can be found at open source policy .",,,,,
16364,0,0,0,0,0,0,0,0,0,TikTok,82,0,entire agreement.these terms -lrb- including the supplemental terms below -rrb- constitute the whole legal agreement between you and bytedance and govern your use of the services and completely replace any prior agreements between you and bytedance in relation to the services .,,,,,
16365,0,0,0,0,0,0,0,0,0,TikTok,82,0,"you may link to our home page , provided you do so in a way that is fair and legal and does not damage our reputation or take advantage of it .",,,,,
16366,0,0,0,0,0,0,0,0,0,TikTok,82,0,"you must not establish a link in such a way as to suggest any form of association , approval or endorsement on our part where none exists .",,,,,
16367,0,0,0,0,0,0,0,0,0,TikTok,82,0,you must not establish a link to our platform in any website that is not owned by you .,,,,,
16368,0,0,0,0,0,0,0,0,0,TikTok,82,0,the website in which you are linking must comply in all respects with the content standards set out at section 5 -lrb- your use of our services -rrb- above .,,,,,
16369,0,0,0,0,0,0,0,0,0,TikTok,82,0,we reserve the right to withdraw linking permission without notice .,,,,,
16370,0,0,0,0,0,0,0,0,0,TikTok,82,0,age limit.the platform is only for people 13 years old and over unless they have the consent of a parent or legal guardian .,,,,,
16371,0,0,0,0,0,0,0,0,0,TikTok,82,0,"by using the platform , you confirm that you are over the relevant age specified above .",,,,,
16372,0,0,0,0,0,0,0,0,0,TikTok,82,0,"if we learn that someone under the relevant age specified above is using the platform , we will terminate that user 's account .",,,,,
16373,0,0,0,0,0,0,0,0,0,TikTok,82,0,"in addition , if you are under the relevant age specified above , you confirm that you possess legal parental or guardian consent for accessing or using the platform , and are fully able and competent to enter into , abide by , and comply with the terms",,,,,
16374,0,0,0,0,0,0,0,0,0,TikTok,82,0,our failure to insist upon or enforce any provision of these terms shall not be construed as a waiver of any provision or right .,,,,,
16375,0,0,0,0,0,0,0,0,0,TikTok,82,0,we do not guarantee that our platform will be secure or free from bugs or viruses .,,,,,
16376,0,0,0,0,0,0,0,0,0,TikTok,82,0,"you are responsible for configuring your information technology , computer programmes and platform to access our platform .",,,,,
16377,0,0,0,0,0,0,0,0,0,TikTok,82,0,you should use your own virus protection software .,,,,,
16378,0,0,0,0,0,0,0,0,0,TikTok,82,0,"severability.if any court of law , having jurisdiction to decide on this matter , rules that any provision of these terms is invalid , then that provision will be removed from the terms without affecting the rest of the terms , and the remaining provisions of the terms will continue to be valid and enforceable .",,,,,
16379,0,0,0,0,0,0,0,0,0,TikTok,82,0,any questions?get in touch at feedback@tiktok.com .,,,,,
16380,0,0,0,0,0,0,0,0,0,TikTok,82,0,"to the extent permitted by applicable law , the following supplemental terms shall apply :",,,,,
16381,0,0,0,0,0,0,0,0,0,TikTok,82,0,"by accessing the platform through a device made by apple , inc. -lrb- `` apple '' -rrb- , you specifically acknowledge and agree that :",,,,,
16382,0,0,0,0,0,0,0,0,0,TikTok,82,0,these terms between bytedance and you ; apple is not a party to these terms .,,,,,
16383,0,0,0,0,0,0,0,0,0,TikTok,82,0,"the license granted to you hereunder is limited to a personal , limited , non-exclusive , non-transferable right to install the platform on the apple device -lrb- s -rrb- authorised by apple that you own or control for personal , non-commercial use , subject to the usage rules set forth in apple 's app store terms of services .",,,,,
16384,0,0,0,0,0,0,0,0,0,TikTok,82,0,apple is not responsible for the platform or the content thereof and has no obligation whatsoever to furnish any maintenance or support services with respect to the platform .,,,,,
16385,0,0,0,0,0,0,0,0,0,TikTok,82,0,"in the event of any failure of the platform to conform to any applicable warranty , you may notify apple , and apple will refund the purchase price for the platform , if any , to you .",,,,,
16386,0,0,0,0,0,0,0,0,0,TikTok,82,0,"to the maximum extent permitted by applicable law , apple will have no other warranty obligation whatsoever with respect to the platform .",,,,,
16387,0,0,0,0,0,0,0,0,0,TikTok,82,0,"apple is not responsible for addressing any claims by you or a third party relating to the platform or your possession or use of the platform , including without limitation -lrb- a -rrb- product liability claims ; -lrb- b -rrb- any claim that the platform fails to conform to any applicable legal or regulatory requirement ; and -lrb- c -rrb- claims arising under consumer protection or similar legislation .",,,,,
16388,0,0,0,0,0,0,0,0,0,TikTok,82,0,"in the event of any third party claim that the platform or your possession and use of the platform infringes such third party 's intellectual property rights , apple is not responsible for the investigation , defence , settlement or discharge of such intellectual property infringement claim .",,,,,
16389,0,0,0,0,0,0,0,0,0,TikTok,82,0,"you represent and warrant that -lrb- a -rrb- you are not located in a country that is subject to a u.s. government embargo , or that has been designated by the u.s. government as a `` terrorist supporting '' country ; and -lrb- b -rrb- you are not listed on any u.s. government list of prohibited or restricted parties .",,,,,
16390,0,0,0,0,0,0,0,0,0,TikTok,82,0,"apple and its subsidiaries are third party beneficiaries of these terms and upon your acceptance of the terms and conditions of these terms , apple will have the right -lrb- and will be deemed to have accepted the right -rrb- to enforce these terms against you as a third party beneficiary hereof .",,,,,
16391,0,0,0,0,0,0,0,0,0,TikTok,82,0,bytedance expressly authorises use of the platform by multiple users through the family sharing or any similar functionality provided by apple .,,,,,
16392,0,0,0,0,0,0,0,0,0,TikTok,82,0,"windows phone store.by downloading the platform from the windows phone store -lrb- or its successors -rrb- operated by microsoft , inc. or its affiliates , you specifically acknowledge and agree that :",,,,,
16393,0,0,0,0,0,0,0,0,0,TikTok,82,0,you may install and use one copy of the platform on up to five -lrb- 5 -rrb- windows phone enabled devices that are affiliated with the microsoft account you use to access the windows phone store .,,,,,
16394,0,0,0,0,0,0,0,0,0,TikTok,82,0,"beyond that , we reserve the right to apply additional conditions or charge additional fees .",,,,,
16395,0,0,0,0,0,0,0,0,0,TikTok,82,0,"you acknowledge that microsoft corporation , your phone manufacturer and network operator have no obligation whatsoever to furnish any maintenance and support services with respect to the platform .",,,,,
16396,0,0,0,0,0,0,0,0,0,TikTok,82,0,"by downloading the platform from the amazon appstore -lrb- or its successors -rrb- operated by amazon digital services , inc. or affiliates -lrb- `` amazon '' -rrb- , you specifically acknowledge and agree that :",,,,,
16397,0,0,0,0,0,0,0,0,0,TikTok,82,0,"to the extent of any conflict between -lrb- a -rrb- the amazon appstore terms of use or such other terms which amazon designates as default end user license terms for the amazon appstore -lrb- `` amazon appstore eula terms '' -rrb- , and -lrb- b -rrb- the other terms and conditions in these terms , the amazon appstore eula terms shall apply with respect to your use of the platform that you download from the amazon appstore , and",,,,,
16398,0,0,0,0,0,0,0,0,0,TikTok,82,0,amazon does not have any responsibility or liability related to compliance or non-compliance by bytedance or you -lrb- or any other user -rrb- under these terms or the amazon appstore eula terms .,,,,,
16399,0,0,0,0,0,0,0,0,0,TikTok,82,0,"google play.by downloading the platform from google play -lrb- or its successors -rrb- operated by google , inc. or one of its affiliates -lrb- `` google '' -rrb- , you specifically acknowledge and agree that :",,,,,
16400,0,0,0,0,0,0,0,0,0,TikTok,82,0,"to the extent of any conflict between -lrb- a -rrb- the google play terms of services and the google play business and program policies or such other terms which google designates as default end user license terms for google play -lrb- all of which together are referred to as the `` google play terms '' -rrb- , and -lrb- b -rrb- the other terms and conditions in these terms , the google play terms shall apply with respect to your use of the platform that you download from google play , and",,,,,
16401,0,0,0,0,0,0,0,0,0,TikTok,82,0,you hereby acknowledge that google does not have any responsibility or liability related to compliance or non-compliance by bytedance or you -lrb- or any other user -rrb- under these terms or the google play terms .,,,,,
16402,0,0,0,0,0,0,0,0,0,TikTok,82,0,supplemental terms -- virtual items policy,,,,,
16403,0,0,0,0,0,0,0,0,0,TikTok,82,0,the tiktok diamond program -lrb- the `` program '' -rrb- is open to all users of the services and is subject to the following terms and conditions of this virtual items policy .,,,,,
16404,0,0,0,0,0,0,0,0,0,TikTok,82,0,we may make the following products and incentives available to you on our platform from time to time .,,,,,
16405,0,0,0,0,0,0,0,0,0,TikTok,82,0,any user of our services may purchase virtual `` coins '' -lrb- `` coins '' -rrb- from us using authorised payment methods provided by apple or google .,,,,,
16406,0,0,0,0,0,0,0,0,0,TikTok,82,0,all charges and payments for coins will be made in the currency specified at the point of purchase through the relevant payment mechanism .,,,,,
16407,0,0,0,0,0,0,0,0,0,TikTok,82,0,"currency exchange settlements , foreign transaction fees and payment channel fees , if any , are based on your agreement with the applicable payment provider .",,,,,
16408,0,0,0,0,0,0,0,0,0,TikTok,82,0,the price of the coins will be displayed at the point of purchase .,,,,,
16409,0,0,0,0,0,0,0,0,0,TikTok,82,0,you will be responsible for the payment of any coins purchased by you .,,,,,
16410,0,0,0,0,0,0,0,0,0,TikTok,82,0,"once your purchase has been completed , your user account will be credited with coins .",,,,,
16411,0,0,0,0,0,0,0,0,0,TikTok,82,0,"-lsb- if you live in the european union , our acceptance of your order will take place when we email you to accept it , at which point a contract will come into existence between you and us .",,,,,
16412,0,0,0,0,0,0,0,0,0,TikTok,82,0,"if you wish to make changes to your purchase , please contact us .",,,,,
16413,0,0,0,0,0,0,0,0,0,TikTok,82,0,we will let you know if this change is possible .,,,,,
16414,0,0,0,0,0,0,0,0,0,TikTok,82,0,please note that changes may impact price as well as other aspects of the product .,,,,,
16415,0,0,0,0,0,0,0,0,0,TikTok,82,0,you have certain rights to withdraw from a purchase under the consumer rights directive and its implementing legislation .,,,,,
16416,0,0,0,0,0,0,0,0,0,TikTok,82,0,"however , if you purchase coins , you acknowledge and agree that we start supplying the coins to you promptly once the purchase is complete and therefore , your right to cancel or withdraw from the agreement to purchase is lost at this point . -rsb-",,,,,
16417,0,0,0,0,0,0,0,0,0,TikTok,82,0,"coins can not be exchanged for cash , or legal tender , or currency of any state , region , or any political entity , or any other form of credit .",,,,,
16418,0,0,0,0,0,0,0,0,0,TikTok,82,0,"coins can only be used on our platform and as part of our services , and can not be combined or used in conjunction with other promotions , coupons , discounts or special offers , except those designated by us .",,,,,
16419,0,0,0,0,0,0,0,0,0,TikTok,82,0,no coins may be assigned or transferred to any other user of the services or third party except as expressly permitted by bytedance in writing .,,,,,
16420,0,0,0,0,0,0,0,0,0,TikTok,82,0,"the sale , barter , assignment or other disposal of any coins , other than by bytedance , is expressly prohibited .",,,,,
16421,0,0,0,0,0,0,0,0,0,TikTok,82,0,accrued coins do not constitute property and are not transferable : -lrb- a -rrb- upon death ; -lrb- b -rrb- as part of a domestic relations matter ; or -lrb- c -rrb- otherwise by operation of law .,,,,,
16422,0,0,0,0,0,0,0,0,0,TikTok,82,0,"any coins assigned , sold , or otherwise transferred without the express written consent of bytedance are void .",,,,,
16423,0,0,1,0,0,0,0,1,0,TikTok,82,1,"any user of the services who violates the foregoing restriction is subject to the termination of account with bytedance , forfeiture of coins from his or her account , and/or liability for damages and litigation and transaction costs .",[9],,,,[4]
16424,0,0,0,0,0,0,0,0,0,TikTok,82,0,all coins of a user will expire automatically upon termination of such user 's account for any reason .,,,,,
16425,0,0,1,0,0,1,0,0,0,TikTok,82,1,"you agree that we have the absolute right to manage , regulate , control , modify and/or eliminate such coins -lsb- , where we have a valid reason to do so , -rsb- in any general or specific case , and that we will have no liability to you based on its exercise of such right .",,[1],,,[2]
16426,0,0,0,0,0,0,0,0,0,TikTok,82,0,"if you have any problems with the purchase of coins , please contact us at transaction@tiktok.com .",,,,,
16427,0,0,0,0,0,0,0,0,0,TikTok,82,0,virtual gifts of the program -lrb- `` gifts '' -rrb- constitute a limited license right for you to certain feature of digital products and services of the services .,,,,,
16428,0,0,0,0,0,0,0,0,0,TikTok,82,0,you may exchange your coins for various gifts .,,,,,
16429,0,0,0,0,0,0,0,0,0,TikTok,82,0,the exchange rate between each coin and gift will be displayed on our platform at the point of exchange .,,,,,
16430,0,0,0,0,0,0,0,0,0,TikTok,82,0,"published prices do not include taxes -lrb- and , to the extent required by applicable laws in your jurisdiction , shall include taxes -rrb- .",,,,,
16431,0,0,0,0,0,0,0,0,0,TikTok,82,0,"if any gifts are subject to sales tax in any jurisdiction and you have not paid the applicable sales tax to us , then you will be responsible for the payment of such sales tax and any related penalties or interest to the relevant tax authority .",,,,,
16432,0,0,0,0,0,1,0,0,0,TikTok,82,1,"you agree that we have the absolute right to manage , regulate , control , modify and/or eliminate such exchange rate as we see fit in our sole discretion , in any general or specific case , and that we will have no liability to you based on our exercise of such right .",,[1],,,
16433,0,0,0,0,0,0,0,0,0,TikTok,82,0,"-lsb- if you live in the european union , our acceptance of your order will take place when we email you to accept it , at which point a contract will come into existence between you and us .",,,,,
16434,0,0,0,0,0,0,0,0,0,TikTok,82,0,"if you wish to make changes to your purchase , please contact us .",,,,,
16435,0,0,0,0,0,0,0,0,0,TikTok,82,0,we will let you know if this change is possible .,,,,,
16436,0,0,0,0,0,0,0,0,0,TikTok,82,0,please note that changes may impact price as well as other aspects of the product . -rsb-,,,,,
16437,0,0,0,0,0,0,0,0,0,TikTok,82,0,all sales of gifts are final and we do not offer refunds for any purchased gifts .,,,,,
16438,0,0,0,0,0,0,0,0,0,TikTok,82,0,"when you have exchanged your coins for gifts , such coins will have been used up in your user account .",,,,,
16439,0,0,0,0,0,0,0,0,0,TikTok,82,0,"instead , your user account will be credited with gifts .",,,,,
16440,0,0,0,0,0,0,0,0,0,TikTok,82,0,"gifts can not be converted into or exchanged for coins or cash , or be refunded or reimbursed by us for any reason .",,,,,
16441,0,0,0,0,0,0,0,0,0,TikTok,82,0,gifts exchanged or received by any user do not constitute property and are not transferable : -lrb- a -rrb- upon death ; -lrb- b -rrb- as part of a domestic relations matter ; or -lrb- c -rrb- otherwise by operation of law .,,,,,
16442,0,0,0,0,0,0,0,0,0,TikTok,82,0,"bytedance may replace previously exchanged copies of gifts , if we determine in our sole discretion that the gifts exchanged or received by a user is corrupted or otherwise damaged .",,,,,
16443,0,0,0,0,0,0,0,0,0,TikTok,82,0,we will not charge additional fee for reissuing a corrupted or otherwise damaged gift .,,,,,
16444,0,0,0,0,0,0,0,0,0,TikTok,82,0,"if you receive a corrupted or otherwise damaged gift , then please conduct us at transaction@tiktok.com .",,,,,
16445,0,0,0,0,0,0,0,1,0,TikTok,82,1,"bytedance reserves the right to terminate , in its sole and absolute discretion , the account of any user that is deemed to be abusing this provision .",[0],,,,
16446,0,0,0,0,0,0,0,0,0,TikTok,82,0,"in relation to a live stream product , you may contribute your gifts to rate or show your appreciation for an item of user content that is uploaded or streamed by another user -lrb- `` content provider '' -rrb- .",,,,,
16447,0,0,0,0,0,0,0,0,0,TikTok,82,0,"when this functionality is available on the services , you can contribute gifts to user content by clicking the `` give gift '' button below the relevant user content .",,,,,
16448,0,0,0,0,0,0,0,0,0,TikTok,82,0,"when you have contributed a gift to an item of user content , this gift will have been used up in your account , and converted into diamond -lrb- as defined and further explained below -rrb- in the content provider 's account .",,,,,
16449,0,0,0,0,0,0,0,0,0,TikTok,82,0,"please note that when you give a gift to another user you do so publically so other users on the services -lrb- including the recipient of the gift -rrb- can see your name , user id and the details of the gift that you gave .",,,,,
16450,0,0,0,0,0,0,0,0,0,TikTok,82,0,"-lsb- by giving a gift , you consent to this information being made available in this manner . -rsb-",,,,,
16451,0,0,0,0,0,0,0,0,0,TikTok,82,0,"if you have any problems with gifts , please contact us at transaction@tiktok.com .",,,,,
16452,0,0,0,0,0,0,0,0,0,TikTok,82,0,"in a live stream product , a content provider will be entitled to earn virtual credit -lrb- `` diamond '' -rrb- based on the gifts he/she receives , as a measurement by us on the popularity of the relevant user content , at a rate of conversion to be determined by bytedance from time to time in its absolute and sole discretion .",,,,,
16453,0,0,0,0,0,0,0,0,0,TikTok,82,0,"for purposes of clarity , users can not purchase diamonds .",,,,,
16454,0,0,0,0,0,0,0,0,0,TikTok,82,0,no diamonds may be assigned or transferred to any other user of the services or third party except as expressly permitted by bytedance in writing .,,,,,
16455,0,0,0,0,0,0,0,0,0,TikTok,82,0,diamonds can not be exchanged for coins or gifts .,,,,,
16456,0,0,0,0,0,0,0,0,0,TikTok,82,0,"the sale , barter , assignment , exchange , transfer or other disposal of any diamonds , other than by bytedance , is expressly prohibited .",,,,,
16457,0,0,0,0,0,0,0,0,0,TikTok,82,0,accrued diamonds do not constitute property and are not transferable : -lrb- a -rrb- upon death ; -lrb- b -rrb- as part of a domestic relations matter ; or -lrb- c -rrb- otherwise by operation of law .,,,,,
16458,0,0,0,0,0,0,0,0,0,TikTok,82,0,"any diamonds assigned , sold , or otherwise transferred without the express written consent of bytedance are void .",,,,,
16459,0,0,1,0,0,0,0,1,0,TikTok,82,1,"any user of the services who violates the foregoing restriction is subject to the termination of account with bytedance , forfeiture of diamonds from his or her account , and/or liability for damages and litigation and transaction costs .",[9],,,,[4]
16460,0,0,1,0,0,1,0,0,0,TikTok,82,1,"you agree that bytedance has the absolute right to manage , regulate , control , modify and/or eliminate such diamonds as it sees fit in its sole discretion , in any general or specific case , and that bytedance will have no liability to you based on its exercise of such right .",,[1],,,[2]
16461,0,0,0,0,0,0,0,0,0,TikTok,82,0,"at any point , a content provider can see how much diamond he/she has accrued on a real-time basis by checking their user account .",,,,,
16462,0,0,0,0,0,0,0,0,0,TikTok,82,0,"a content provider can choose , by selecting the relevant options in their user account , to withdraw diamond in exchange for monetary compensation -lrb- to be denominated in us dollars -rrb- .",,,,,
16463,0,0,0,0,0,0,0,0,0,TikTok,82,0,the applicable monetary compensation will be calculated by us based on various factors including the amount of a user 's diamond .,,,,,
16464,0,0,0,0,0,0,0,0,0,TikTok,82,0,"the withdrawal of diamond will be subject to the following terms and any additional information provided in the withdrawal instructions that are provided to you at the time of such withdrawal , including the applicable daily limits on withdrawal amounts :",,,,,
16465,0,0,0,0,0,0,0,0,0,TikTok,82,0,the rate of withdrawal will be displayed at the point of withdrawal .,,,,,
16466,0,0,0,0,0,1,0,0,0,TikTok,82,1,"you agree that we have the absolute right to manage , regulate , control , modify and/or eliminate such withdrawal feature as we see fit in our sole discretion , in any general or specific case , and that we will have no liability to you based on our exercise of such right ;",,[1],,,
16467,0,0,0,0,0,0,0,0,0,TikTok,82,0,the applicable cash payment will be made directly into your nominated paypal account or other third-party payment channel account -lrb- if applicable -rrb- .,,,,,
16468,0,0,0,0,0,0,0,0,0,TikTok,82,0,your first and last name needs to be an exact match to your paypal account information and your paypal account needs to be verified .,,,,,
16469,0,0,0,0,0,0,0,0,0,TikTok,82,0,it is your responsibility to ensure that you provide your paypal -lrb- or other payment channel -rrb- account information correctly .,,,,,
16470,0,0,0,0,0,0,0,0,0,TikTok,82,0,you are responsible for any losses caused by incorrect paypal -lrb- or other payment channel -rrb- account information provided by you .,,,,,
16471,0,0,0,0,0,0,0,0,0,TikTok,82,0,"payment will not be sent to a paypal account with an email address , a first and last name different from what appears on your account , and an account that has not been verified with paypal ;",,,,,
16472,0,0,0,0,0,0,0,0,0,TikTok,82,0,"we may , at our sole discretion , request you to provide information to verify your identity -lrb- including your first and last name and your state id number -rrb- .",,,,,
16473,0,0,0,0,0,0,0,0,0,TikTok,82,0,"we reserve the right to verify your identity -lrb- by requesting a photocopy of your state id card , or other proof as we may require -rrb- and eligibility qualifications to our satisfaction prior to making any payment ; and",,,,,
16474,0,0,0,0,0,0,0,0,0,TikTok,82,0,"any withdrawal request to be fulfilled to users under the age of 18 may be , at our sole discretion , fulfilled in the name of the user 's parent or legal guardian -lrb- subject to evidence of such relationship and relevant identities being verified if required by us in our sole discretion -rrb- .",,,,,
16475,0,0,0,0,0,1,0,0,0,TikTok,82,1,"although we aim to fulfil all withdrawal requests in a timely manner , we do not guarantee fulfilment within a specific period of time -lrb- including any estimated timings set out at the time of withdrawal -rrb- and we will not be liable to you or any third party for any failure to fulfil a withdrawal request within such time .",,[1],,,
16476,0,0,0,0,0,0,0,0,0,TikTok,82,0,"if you wish to convert the amount into a currency other than usd , this option may be available within your paypal -lrb- or other payment channel if applicable -rrb- account but this is at the discretion of paypal -lrb- or other payment channel if applicable -rrb- and the terms and conditions of paypal -lrb- or other payment channel if applicable -rrb- , including any applicable fees , will apply to such currency conversion .",,,,,
16477,0,0,0,0,0,0,0,0,0,TikTok,82,0,"if you are subject to any taxes imposed by any jurisdiction on these payments , you will be responsible for the payment of such taxes -lrb- including any related penalties or interest -rrb- to the relevant tax authority .",,,,,
16478,0,0,0,0,0,0,0,0,0,TikTok,82,0,we reserve the right to deduct any applicable taxes prior to making such payment if we determine that we are required to do so by applicable law .,,,,,
16479,0,0,0,0,0,0,0,0,0,TikTok,82,0,we also reserve the right to request certifications from you in relation to taxes and to report to tax authorities amounts paid and/or withheld from payments to you .,,,,,
16480,0,0,0,0,0,0,0,0,0,TikTok,82,0,we reserve the right to deduct diamond from your account if you are in breach of these terms .,,,,,
16481,0,0,0,0,0,0,0,0,0,TikTok,82,0,"we may cancel the operation of the diamond incentive at any time -lsb- on reasonable notice or , if there is a valid reason for our cancellation , on limited or no notice . -rsb-",,,,,
16482,0,0,0,0,0,0,0,0,0,TikTok,82,0,"-lsb- if we cancel the diamond incentive , you shall have no right or entitlement to any financial compensation in respect of any diamond accrued prior to the date of cancellation of the initiative that has not been converted into cash using the mechanism set out in these terms . -rsb-",,,,,
16483,0,0,0,0,0,0,0,0,0,TikTok,82,0,"if you have any problems with diamonds , please contact us at transaction@tiktok.com .",,,,,
16484,0,0,0,0,0,0,0,1,0,TikTok,82,1,"you may cancel your account at any time , and bytedance may terminate your account in accordance with the terms .",[2],,,,
16485,0,0,0,0,0,0,0,0,0,TikTok,82,0,"all the coins , gifts or diamonds in your account will be forfeited immediately upon the cancellation or termination of your account .",,,,,
16486,0,0,0,0,0,0,0,0,0,TikTok,82,0,"there will be no refunds for any unused or unredeemed coins , gifts or diamonds or any prepaid fees for any portion of the services .",,,,,
